Unnamed: 0,index,total,state,zone,ds,y,holiday
2726,2726,total,State 1,Zone P,2020-06-29,3626,1.0
8584,8584,total,State 2,Zone R,2020-06-29,4029,1.0
7220,7220,total,State 2,Zone P,2020-06-30,5668,0.0
12217,12217,total,State 1,Zone P,2020-06-30,4261,0.0
11444,11444,total,State 3,Zone R,2020-06-30,3693,0.0
549,549,total,State 1,Zone R,2020-06-30,4737,0.0
8979,8979,total,State 2,Zone R,2020-06-30,6796,0.0
6487,6487,total,State 1,Zone Q,2020-06-30,3672,0.0
7844,7844,total,State 2,Zone Q,2020-06-30,7522,0.0
9828,9828,total,State 3,Zone Q,2020-06-30,4644,0.0
2974,2974,total,State 3,Zone P,2020-06-30,3380,0.0
12007,12007,total,State 1,Zone Q,2020-07-01,4152,0.0
7676,7676,total,State 2,Zone R,2020-07-01,7264,0.0
5856,5856,total,State 2,Zone P,2020-07-01,4560,0.0
3126,3126,total,State 1,Zone P,2020-07-01,3099,0.0
1610,1610,total,State 3,Zone Q,2020-07-01,3279,0.0
11770,11770,total,State 1,Zone R,2020-07-01,4816,0.0
11855,11855,total,State 2,Zone Q,2020-07-01,7958,0.0
6589,6589,total,State 3,Zone R,2020-07-01,4097,0.0
7474,7474,total,State 3,Zone P,2020-07-01,2916,0.0
2523,2523,total,State 2,Zone R,2020-07-02,7768,0.0
12657,12657,total,State 1,Zone P,2020-07-02,3125,0.0
1964,1964,total,State 1,Zone Q,2020-07-02,4404,0.0
4771,4771,total,State 1,Zone R,2020-07-02,5283,0.0
9268,9268,total,State 2,Zone P,2020-07-02,4536,0.0
6419,6419,total,State 3,Zone P,2020-07-02,2483,0.0
6429,6429,total,State 2,Zone Q,2020-07-02,4637,0.0
13040,13040,total,State 3,Zone R,2020-07-02,2977,0.0
13042,13042,total,State 3,Zone Q,2020-07-02,3650,0.0
3938,3938,total,State 1,Zone P,2020-07-03,5402,0.0
710,710,total,State 2,Zone P,2020-07-03,7581,0.0
9448,9448,total,State 3,Zone P,2020-07-03,4453,0.0
12582,12582,total,State 3,Zone Q,2020-07-03,3563,0.0
11850,11850,total,State 1,Zone Q,2020-07-03,4620,0.0
4751,4751,total,State 2,Zone Q,2020-07-03,5198,0.0
8510,8510,total,State 1,Zone R,2020-07-03,3200,0.0
2948,2948,total,State 2,Zone R,2020-07-03,4945,0.0
5606,5606,total,State 3,Zone R,2020-07-03,2398,0.0
243,243,total,State 2,Zone Q,2020-07-04,9540,0.0
11097,11097,total,State 2,Zone R,2020-07-04,8276,0.0
13092,13092,total,State 3,Zone P,2020-07-04,3040,0.0
7526,7526,total,State 1,Zone P,2020-07-04,5226,0.0
2606,2606,total,State 1,Zone R,2020-07-04,5522,0.0
2527,2527,total,State 3,Zone R,2020-07-04,5214,0.0
9835,9835,total,State 1,Zone Q,2020-07-04,6882,0.0
630,630,total,State 3,Zone Q,2020-07-04,3621,0.0
12995,12995,total,State 2,Zone P,2020-07-04,8807,0.0
2758,2758,total,State 2,Zone R,2020-07-05,5589,0.0
11841,11841,total,State 1,Zone R,2020-07-05,4065,0.0
11519,11519,total,State 2,Zone P,2020-07-05,7782,0.0
8183,8183,total,State 3,Zone R,2020-07-05,4309,0.0
7804,7804,total,State 3,Zone P,2020-07-05,5211,0.0
3525,3525,total,State 2,Zone Q,2020-07-05,9597,0.0
8837,8837,total,State 1,Zone P,2020-07-05,3778,0.0
4401,4401,total,State 3,Zone Q,2020-07-05,5273,0.0
9871,9871,total,State 1,Zone Q,2020-07-05,6831,0.0
8085,8085,total,State 3,Zone R,2020-07-06,3001,1.0
6943,6943,total,State 3,Zone Q,2020-07-06,3667,1.0
7841,7841,total,State 2,Zone R,2020-07-06,3669,1.0
5182,5182,total,State 1,Zone Q,2020-07-06,2800,1.0
2142,2142,total,State 1,Zone P,2020-07-06,4457,1.0
974,974,total,State 1,Zone R,2020-07-06,3693,1.0
12400,12400,total,State 2,Zone P,2020-07-06,6000,1.0
2151,2151,total,State 2,Zone Q,2020-07-06,5374,1.0
5108,5108,total,State 3,Zone P,2020-07-06,3565,1.0
11238,11238,total,State 1,Zone R,2020-07-07,5030,0.0
7893,7893,total,State 3,Zone Q,2020-07-07,2844,0.0
11733,11733,total,State 2,Zone Q,2020-07-07,5778,0.0
12809,12809,total,State 2,Zone R,2020-07-07,5488,0.0
6571,6571,total,State 2,Zone P,2020-07-07,8121,0.0
7009,7009,total,State 1,Zone Q,2020-07-07,3814,0.0
2097,2097,total,State 1,Zone P,2020-07-07,4370,0.0
9476,9476,total,State 3,Zone P,2020-07-07,3913,0.0
8853,8853,total,State 3,Zone R,2020-07-07,3640,0.0
4935,4935,total,State 1,Zone P,2020-07-08,3869,0.0
6845,6845,total,State 1,Zone Q,2020-07-08,4727,0.0
1736,1736,total,State 1,Zone R,2020-07-08,3167,0.0
933,933,total,State 2,Zone P,2020-07-08,4599,0.0
4023,4023,total,State 2,Zone Q,2020-07-08,6217,0.0
12321,12321,total,State 2,Zone R,2020-07-08,4970,0.0
657,657,total,State 3,Zone R,2020-07-08,4373,0.0
4045,4045,total,State 3,Zone Q,2020-07-08,3030,0.0
1882,1882,total,State 3,Zone P,2020-07-08,2543,0.0
11429,11429,total,State 2,Zone P,2020-07-09,7514,0.0
12123,12123,total,State 3,Zone P,2020-07-09,3346,0.0
10803,10803,total,State 1,Zone R,2020-07-09,4140,0.0
11923,11923,total,State 3,Zone R,2020-07-09,4444,0.0
6745,6745,total,State 1,Zone P,2020-07-09,4407,0.0
11941,11941,total,State 2,Zone R,2020-07-09,7351,0.0
6869,6869,total,State 1,Zone Q,2020-07-09,5361,0.0
3493,3493,total,State 2,Zone Q,2020-07-09,8263,0.0
10834,10834,total,State 3,Zone Q,2020-07-09,3765,0.0
5235,5235,total,State 1,Zone P,2020-07-10,3996,0.0
5988,5988,total,State 2,Zone Q,2020-07-10,6118,0.0
3331,3331,total,State 3,Zone Q,2020-07-10,3307,0.0
2220,2220,total,State 1,Zone R,2020-07-10,3580,0.0
317,317,total,State 1,Zone Q,2020-07-10,4524,0.0
1006,1006,total,State 3,Zone P,2020-07-10,3083,0.0
4255,4255,total,State 2,Zone R,2020-07-10,4761,0.0
4709,4709,total,State 2,Zone P,2020-07-10,4567,0.0
10937,10937,total,State 3,Zone R,2020-07-10,3594,0.0
10694,10694,total,State 2,Zone R,2020-07-11,8341,0.0
684,684,total,State 3,Zone R,2020-07-11,3825,0.0
6588,6588,total,State 1,Zone R,2020-07-11,6761,0.0
7587,7587,total,State 1,Zone Q,2020-07-11,4588,0.0
9406,9406,total,State 2,Zone P,2020-07-11,8087,0.0
9765,9765,total,State 1,Zone P,2020-07-11,6339,0.0
2211,2211,total,State 2,Zone Q,2020-07-11,5397,0.0
6366,6366,total,State 3,Zone Q,2020-07-11,3768,0.0
8842,8842,total,State 3,Zone P,2020-07-11,3361,0.0
164,164,total,State 2,Zone P,2020-07-12,7369,0.0
1642,1642,total,State 1,Zone R,2020-07-12,3677,0.0
10527,10527,total,State 3,Zone Q,2020-07-12,3174,0.0
10778,10778,total,State 2,Zone Q,2020-07-12,7429,0.0
7150,7150,total,State 3,Zone R,2020-07-12,2876,0.0
6967,6967,total,State 2,Zone R,2020-07-12,6494,0.0
12562,12562,total,State 3,Zone P,2020-07-12,4652,0.0
12511,12511,total,State 1,Zone Q,2020-07-12,5948,0.0
2019,2019,total,State 1,Zone P,2020-07-12,4585,0.0
8466,8466,total,State 3,Zone R,2020-07-13,2934,1.0
1775,1775,total,State 2,Zone P,2020-07-13,5951,1.0
10904,10904,total,State 3,Zone Q,2020-07-13,2953,1.0
5283,5283,total,State 2,Zone R,2020-07-13,6131,1.0
5464,5464,total,State 1,Zone Q,2020-07-13,2951,1.0
11843,11843,total,State 1,Zone R,2020-07-13,4050,1.0
11539,11539,total,State 2,Zone Q,2020-07-13,4805,1.0
8437,8437,total,State 3,Zone P,2020-07-13,2357,1.0
11258,11258,total,State 1,Zone P,2020-07-13,3234,1.0
6235,6235,total,State 2,Zone P,2020-07-14,5507,0.0
8637,8637,total,State 2,Zone R,2020-07-14,5861,0.0
3231,3231,total,State 1,Zone P,2020-07-14,4984,0.0
1949,1949,total,State 3,Zone Q,2020-07-14,3450,0.0
8578,8578,total,State 2,Zone Q,2020-07-14,6550,0.0
12894,12894,total,State 1,Zone Q,2020-07-14,5471,0.0
136,136,total,State 3,Zone P,2020-07-14,2655,0.0
11891,11891,total,State 3,Zone R,2020-07-14,4062,0.0
7828,7828,total,State 1,Zone R,2020-07-14,5728,0.0
4273,4273,total,State 2,Zone P,2020-07-15,5069,0.0
2270,2270,total,State 1,Zone P,2020-07-15,5586,0.0
6140,6140,total,State 3,Zone P,2020-07-15,2553,0.0
4305,4305,total,State 3,Zone Q,2020-07-15,3550,0.0
5304,5304,total,State 3,Zone R,2020-07-15,3194,0.0
9292,9292,total,State 1,Zone Q,2020-07-15,3630,0.0
8410,8410,total,State 1,Zone R,2020-07-15,4227,0.0
590,590,total,State 2,Zone Q,2020-07-15,6268,0.0
989,989,total,State 2,Zone R,2020-07-15,4515,0.0
5531,5531,total,State 3,Zone P,2020-07-16,2444,0.0
1061,1061,total,State 2,Zone P,2020-07-16,6886,0.0
1572,1572,total,State 1,Zone P,2020-07-16,5287,0.0
10242,10242,total,State 2,Zone Q,2020-07-16,7158,0.0
7825,7825,total,State 2,Zone R,2020-07-16,5573,0.0
6912,6912,total,State 1,Zone R,2020-07-16,5348,0.0
6367,6367,total,State 3,Zone Q,2020-07-16,4143,0.0
6661,6661,total,State 1,Zone Q,2020-07-16,5589,0.0
11118,11118,total,State 3,Zone R,2020-07-16,2908,0.0
1096,1096,total,State 3,Zone Q,2020-07-17,3143,0.0
6201,6201,total,State 3,Zone R,2020-07-17,3895,0.0
11710,11710,total,State 1,Zone Q,2020-07-17,5560,0.0
5131,5131,total,State 1,Zone P,2020-07-17,4720,0.0
10401,10401,total,State 2,Zone P,2020-07-17,5981,0.0
6519,6519,total,State 2,Zone Q,2020-07-17,5184,0.0
4586,4586,total,State 2,Zone R,2020-07-17,5852,0.0
7478,7478,total,State 3,Zone P,2020-07-17,2784,0.0
12083,12083,total,State 1,Zone R,2020-07-17,3143,0.0
11881,11881,total,State 2,Zone P,2020-07-18,9325,0.0
8945,8945,total,State 2,Zone Q,2020-07-18,9165,0.0
10362,10362,total,State 1,Zone R,2020-07-18,3882,0.0
4567,4567,total,State 3,Zone Q,2020-07-18,3672,0.0
11431,11431,total,State 3,Zone P,2020-07-18,3405,0.0
4230,4230,total,State 2,Zone R,2020-07-18,7153,0.0
3973,3973,total,State 1,Zone Q,2020-07-18,5619,0.0
2521,2521,total,State 3,Zone R,2020-07-18,3863,0.0
10911,10911,total,State 1,Zone P,2020-07-18,4118,0.0
8782,8782,total,State 2,Zone Q,2020-07-19,6861,0.0
5970,5970,total,State 1,Zone P,2020-07-19,5556,0.0
1358,1358,total,State 3,Zone P,2020-07-19,4223,0.0
12048,12048,total,State 3,Zone R,2020-07-19,3912,0.0
5633,5633,total,State 3,Zone Q,2020-07-19,3197,0.0
1634,1634,total,State 2,Zone R,2020-07-19,6839,0.0
2508,2508,total,State 2,Zone P,2020-07-19,9742,0.0
11476,11476,total,State 1,Zone R,2020-07-19,5787,0.0
6147,6147,total,State 1,Zone Q,2020-07-19,5000,0.0
9542,9542,total,State 3,Zone R,2020-07-20,2080,1.0
7481,7481,total,State 2,Zone Q,2020-07-20,3426,1.0
10038,10038,total,State 3,Zone P,2020-07-20,2515,1.0
92,92,total,State 1,Zone P,2020-07-20,2910,1.0
12898,12898,total,State 1,Zone R,2020-07-20,3593,1.0
12987,12987,total,State 3,Zone Q,2020-07-20,2257,1.0
1847,1847,total,State 2,Zone P,2020-07-20,4026,1.0
11266,11266,total,State 2,Zone R,2020-07-20,4665,1.0
4322,4322,total,State 1,Zone Q,2020-07-20,2415,1.0
1248,1248,total,State 3,Zone Q,2020-07-21,2740,0.0
10064,10064,total,State 1,Zone R,2020-07-21,5582,0.0
4511,4511,total,State 1,Zone P,2020-07-21,5056,0.0
10935,10935,total,State 2,Zone P,2020-07-21,7296,0.0
3232,3232,total,State 3,Zone P,2020-07-21,3862,0.0
9269,9269,total,State 1,Zone Q,2020-07-21,5548,0.0
5910,5910,total,State 2,Zone R,2020-07-21,6378,0.0
3155,3155,total,State 3,Zone R,2020-07-21,3335,0.0
3529,3529,total,State 2,Zone Q,2020-07-21,7232,0.0
5121,5121,total,State 3,Zone Q,2020-07-22,2531,0.0
5888,5888,total,State 3,Zone R,2020-07-22,4082,0.0
11592,11592,total,State 1,Zone Q,2020-07-22,3816,0.0
2225,2225,total,State 1,Zone R,2020-07-22,3267,0.0
1704,1704,total,State 3,Zone P,2020-07-22,2836,0.0
6122,6122,total,State 2,Zone Q,2020-07-22,5608,0.0
11229,11229,total,State 2,Zone P,2020-07-22,5414,0.0
12067,12067,total,State 1,Zone P,2020-07-22,3596,0.0
7674,7674,total,State 2,Zone R,2020-07-22,7605,0.0
2331,2331,total,State 2,Zone P,2020-07-23,5634,0.0
5880,5880,total,State 1,Zone R,2020-07-23,5488,0.0
7716,7716,total,State 3,Zone R,2020-07-23,3540,0.0
9721,9721,total,State 2,Zone Q,2020-07-23,7536,0.0
10889,10889,total,State 2,Zone R,2020-07-23,7877,0.0
10321,10321,total,State 1,Zone Q,2020-07-23,5684,0.0
6177,6177,total,State 3,Zone Q,2020-07-23,4157,0.0
10537,10537,total,State 3,Zone P,2020-07-23,4371,0.0
11889,11889,total,State 1,Zone P,2020-07-23,4752,0.0
5956,5956,total,State 1,Zone P,2020-07-24,4188,0.0
11060,11060,total,State 3,Zone P,2020-07-24,4526,0.0
2737,2737,total,State 2,Zone P,2020-07-24,8059,0.0
6640,6640,total,State 1,Zone Q,2020-07-24,4991,0.0
11353,11353,total,State 3,Zone Q,2020-07-24,4410,0.0
1300,1300,total,State 2,Zone Q,2020-07-24,8057,0.0
10989,10989,total,State 2,Zone R,2020-07-24,5493,0.0
4065,4065,total,State 3,Zone R,2020-07-24,3807,0.0
8608,8608,total,State 1,Zone R,2020-07-24,4532,0.0
9036,9036,total,State 2,Zone R,2020-07-25,7009,0.0
4315,4315,total,State 3,Zone P,2020-07-25,4548,0.0
7168,7168,total,State 1,Zone P,2020-07-25,6146,0.0
4434,4434,total,State 1,Zone R,2020-07-25,3905,0.0
3356,3356,total,State 2,Zone P,2020-07-25,9473,0.0
727,727,total,State 3,Zone Q,2020-07-25,4447,0.0
8137,8137,total,State 3,Zone R,2020-07-25,4934,0.0
12068,12068,total,State 2,Zone Q,2020-07-25,7358,0.0
10059,10059,total,State 1,Zone Q,2020-07-25,6626,0.0
7070,7070,total,State 3,Zone R,2020-07-26,4065,0.0
12938,12938,total,State 2,Zone P,2020-07-26,8754,0.0
5929,5929,total,State 2,Zone R,2020-07-26,9697,0.0
10984,10984,total,State 3,Zone P,2020-07-26,3259,0.0
8666,8666,total,State 1,Zone R,2020-07-26,4022,0.0
11319,11319,total,State 1,Zone P,2020-07-26,6298,0.0
6796,6796,total,State 2,Zone Q,2020-07-26,7157,0.0
3962,3962,total,State 1,Zone Q,2020-07-26,4635,0.0
6818,6818,total,State 3,Zone Q,2020-07-26,3858,0.0
8741,8741,total,State 2,Zone Q,2020-07-27,4583,1.0
9486,9486,total,State 1,Zone P,2020-07-27,2444,1.0
12992,12992,total,State 1,Zone Q,2020-07-27,3067,1.0
6358,6358,total,State 3,Zone R,2020-07-27,3207,1.0
6110,6110,total,State 2,Zone P,2020-07-27,5755,1.0
2742,2742,total,State 3,Zone Q,2020-07-27,3136,1.0
7458,7458,total,State 1,Zone R,2020-07-27,4424,1.0
11248,11248,total,State 3,Zone P,2020-07-27,2954,1.0
12218,12218,total,State 2,Zone R,2020-07-27,6190,1.0
10545,10545,total,State 1,Zone Q,2020-07-28,3443,0.0
8642,8642,total,State 3,Zone Q,2020-07-28,3553,0.0
10908,10908,total,State 2,Zone R,2020-07-28,7827,0.0
11681,11681,total,State 3,Zone P,2020-07-28,2549,0.0
4513,4513,total,State 1,Zone P,2020-07-28,4940,0.0
6161,6161,total,State 2,Zone Q,2020-07-28,5588,0.0
3405,3405,total,State 3,Zone R,2020-07-28,2425,0.0
5942,5942,total,State 1,Zone R,2020-07-28,4016,0.0
12565,12565,total,State 2,Zone P,2020-07-28,4511,0.0
4022,4022,total,State 2,Zone P,2020-07-29,6988,0.0
7048,7048,total,State 1,Zone Q,2020-07-29,4148,0.0
3509,3509,total,State 3,Zone R,2020-07-29,3766,0.0
13065,13065,total,State 2,Zone R,2020-07-29,6673,0.0
4609,4609,total,State 3,Zone Q,2020-07-29,3177,0.0
8744,8744,total,State 3,Zone P,2020-07-29,2503,0.0
11354,11354,total,State 1,Zone R,2020-07-29,4979,0.0
5471,5471,total,State 2,Zone Q,2020-07-29,4471,0.0
9705,9705,total,State 1,Zone P,2020-07-29,3849,0.0
7704,7704,total,State 3,Zone P,2020-07-30,4572,0.0
4704,4704,total,State 2,Zone R,2020-07-30,6584,0.0
1860,1860,total,State 3,Zone R,2020-07-30,3625,0.0
956,956,total,State 2,Zone P,2020-07-30,4245,0.0
11251,11251,total,State 1,Zone P,2020-07-30,3072,0.0
7407,7407,total,State 1,Zone R,2020-07-30,5248,0.0
11729,11729,total,State 2,Zone Q,2020-07-30,5238,0.0
2573,2573,total,State 3,Zone Q,2020-07-30,3353,0.0
12442,12442,total,State 1,Zone Q,2020-07-30,5236,0.0
4996,4996,total,State 3,Zone R,2020-07-31,3484,0.0
7536,7536,total,State 2,Zone R,2020-07-31,5770,0.0
5730,5730,total,State 1,Zone P,2020-07-31,4720,0.0
11371,11371,total,State 3,Zone Q,2020-07-31,4024,0.0
3275,3275,total,State 3,Zone P,2020-07-31,4179,0.0
9508,9508,total,State 2,Zone P,2020-07-31,8056,0.0
5780,5780,total,State 1,Zone Q,2020-07-31,4876,0.0
12211,12211,total,State 2,Zone Q,2020-07-31,4411,0.0
7211,7211,total,State 1,Zone R,2020-07-31,5329,0.0
12219,12219,total,State 3,Zone P,2020-08-01,5313,0.0
687,687,total,State 3,Zone R,2020-08-01,3680,0.0
1842,1842,total,State 2,Zone Q,2020-08-01,8280,0.0
6663,6663,total,State 1,Zone R,2020-08-01,5709,0.0
3769,3769,total,State 2,Zone R,2020-08-01,5118,0.0
5991,5991,total,State 1,Zone Q,2020-08-01,6737,0.0
11550,11550,total,State 2,Zone P,2020-08-01,6760,0.0
12561,12561,total,State 3,Zone Q,2020-08-01,5342,0.0
4139,4139,total,State 1,Zone P,2020-08-01,3520,0.0
3902,3902,total,State 2,Zone P,2020-08-02,7713,0.0
5158,5158,total,State 1,Zone P,2020-08-02,3871,0.0
513,513,total,State 3,Zone Q,2020-08-02,5210,0.0
2210,2210,total,State 3,Zone R,2020-08-02,2905,0.0
8370,8370,total,State 1,Zone Q,2020-08-02,5333,0.0
297,297,total,State 1,Zone R,2020-08-02,6425,0.0
3523,3523,total,State 2,Zone R,2020-08-02,9195,0.0
3837,3837,total,State 2,Zone Q,2020-08-02,5523,0.0
7763,7763,total,State 3,Zone P,2020-08-02,5564,0.0
12167,12167,total,State 3,Zone Q,2020-08-03,2891,1.0
3329,3329,total,State 3,Zone R,2020-08-03,3032,1.0
12631,12631,total,State 1,Zone Q,2020-08-03,3277,1.0
2985,2985,total,State 3,Zone P,2020-08-03,2739,1.0
2648,2648,total,State 1,Zone R,2020-08-03,3813,1.0
8761,8761,total,State 2,Zone P,2020-08-03,6021,1.0
5334,5334,total,State 2,Zone Q,2020-08-03,5435,1.0
6904,6904,total,State 1,Zone P,2020-08-03,2982,1.0
9816,9816,total,State 2,Zone R,2020-08-03,5097,1.0
5004,5004,total,State 2,Zone R,2020-08-04,6907,0.0
3626,3626,total,State 2,Zone P,2020-08-04,5706,0.0
2155,2155,total,State 3,Zone P,2020-08-04,3175,0.0
10256,10256,total,State 3,Zone R,2020-08-04,3930,0.0
4320,4320,total,State 2,Zone Q,2020-08-04,5531,0.0
109,109,total,State 1,Zone P,2020-08-04,4392,0.0
700,700,total,State 1,Zone Q,2020-08-04,4502,0.0
6941,6941,total,State 1,Zone R,2020-08-04,4567,0.0
4307,4307,total,State 3,Zone Q,2020-08-04,3220,0.0
685,685,total,State 1,Zone P,2020-08-05,5331,0.0
5599,5599,total,State 2,Zone R,2020-08-05,7814,0.0
4932,4932,total,State 3,Zone Q,2020-08-05,3373,0.0
6094,6094,total,State 3,Zone P,2020-08-05,3912,0.0
3238,3238,total,State 1,Zone R,2020-08-05,3123,0.0
191,191,total,State 1,Zone Q,2020-08-05,3137,0.0
1651,1651,total,State 3,Zone R,2020-08-05,2978,0.0
2586,2586,total,State 2,Zone Q,2020-08-05,7567,0.0
7914,7914,total,State 2,Zone P,2020-08-05,4777,0.0
11052,11052,total,State 3,Zone P,2020-08-06,4611,0.0
6596,6596,total,State 1,Zone R,2020-08-06,3333,0.0
4097,4097,total,State 2,Zone R,2020-08-06,4875,0.0
5562,5562,total,State 2,Zone Q,2020-08-06,7265,0.0
5019,5019,total,State 3,Zone Q,2020-08-06,2823,0.0
13006,13006,total,State 1,Zone P,2020-08-06,3405,0.0
1735,1735,total,State 3,Zone R,2020-08-06,2402,0.0
10531,10531,total,State 1,Zone Q,2020-08-06,4993,0.0
1548,1548,total,State 2,Zone P,2020-08-06,5466,0.0
4794,4794,total,State 1,Zone R,2020-08-07,5442,0.0
1384,1384,total,State 3,Zone P,2020-08-07,2490,0.0
2747,2747,total,State 2,Zone Q,2020-08-07,5886,0.0
1499,1499,total,State 2,Zone P,2020-08-07,6545,0.0
1776,1776,total,State 1,Zone P,2020-08-07,5611,0.0
150,150,total,State 3,Zone Q,2020-08-07,4212,0.0
59,59,total,State 1,Zone Q,2020-08-07,5750,0.0
8664,8664,total,State 3,Zone R,2020-08-07,3465,0.0
7629,7629,total,State 2,Zone R,2020-08-07,7169,0.0
1232,1232,total,State 1,Zone R,2020-08-08,4672,0.0
520,520,total,State 3,Zone Q,2020-08-08,5518,0.0
8111,8111,total,State 1,Zone Q,2020-08-08,5918,0.0
9198,9198,total,State 3,Zone P,2020-08-08,5162,0.0
1618,1618,total,State 3,Zone R,2020-08-08,5538,0.0
4730,4730,total,State 2,Zone Q,2020-08-08,6678,0.0
10800,10800,total,State 2,Zone P,2020-08-08,8989,0.0
7153,7153,total,State 1,Zone P,2020-08-08,6797,0.0
4162,4162,total,State 2,Zone R,2020-08-08,5714,0.0
6609,6609,total,State 3,Zone Q,2020-08-09,4115,0.0
2863,2863,total,State 2,Zone R,2020-08-09,5234,0.0
11148,11148,total,State 3,Zone R,2020-08-09,4950,0.0
4341,4341,total,State 1,Zone P,2020-08-09,4823,0.0
11596,11596,total,State 3,Zone P,2020-08-09,3000,0.0
6694,6694,total,State 1,Zone Q,2020-08-09,5033,0.0
1581,1581,total,State 2,Zone P,2020-08-09,5627,0.0
9100,9100,total,State 1,Zone R,2020-08-09,5063,0.0
1979,1979,total,State 2,Zone Q,2020-08-09,8518,0.0
3406,3406,total,State 1,Zone R,2020-08-10,4632,1.0
6508,6508,total,State 1,Zone Q,2020-08-10,3472,1.0
11556,11556,total,State 2,Zone P,2020-08-10,3850,1.0
9622,9622,total,State 3,Zone Q,2020-08-10,3271,1.0
7085,7085,total,State 3,Zone P,2020-08-10,3127,1.0
12221,12221,total,State 3,Zone R,2020-08-10,3321,1.0
3933,3933,total,State 2,Zone R,2020-08-10,3384,1.0
4051,4051,total,State 1,Zone P,2020-08-10,3030,1.0
8849,8849,total,State 2,Zone Q,2020-08-10,4249,1.0
9271,9271,total,State 3,Zone R,2020-08-11,3738,0.0
3906,3906,total,State 2,Zone P,2020-08-11,5044,0.0
3222,3222,total,State 1,Zone R,2020-08-11,3653,0.0
1992,1992,total,State 1,Zone Q,2020-08-11,5008,0.0
2055,2055,total,State 3,Zone Q,2020-08-11,3314,0.0
6346,6346,total,State 2,Zone Q,2020-08-11,6085,0.0
10610,10610,total,State 3,Zone P,2020-08-11,4524,0.0
11422,11422,total,State 1,Zone P,2020-08-11,3137,0.0
795,795,total,State 2,Zone R,2020-08-11,8076,0.0
8335,8335,total,State 3,Zone R,2020-08-12,3588,0.0
7705,7705,total,State 3,Zone Q,2020-08-12,3310,0.0
9126,9126,total,State 2,Zone P,2020-08-12,7001,0.0
154,154,total,State 2,Zone Q,2020-08-12,5776,0.0
7255,7255,total,State 1,Zone Q,2020-08-12,5053,0.0
10787,10787,total,State 2,Zone R,2020-08-12,5602,0.0
4061,4061,total,State 3,Zone P,2020-08-12,3236,0.0
1077,1077,total,State 1,Zone R,2020-08-12,4716,0.0
11946,11946,total,State 1,Zone P,2020-08-12,3116,0.0
7277,7277,total,State 1,Zone P,2020-08-13,5104,0.0
2386,2386,total,State 1,Zone Q,2020-08-13,3524,0.0
2048,2048,total,State 1,Zone R,2020-08-13,3297,0.0
6667,6667,total,State 3,Zone R,2020-08-13,3126,0.0
11949,11949,total,State 2,Zone R,2020-08-13,8059,0.0
6793,6793,total,State 3,Zone Q,2020-08-13,2403,0.0
10562,10562,total,State 3,Zone P,2020-08-13,4279,0.0
7770,7770,total,State 2,Zone P,2020-08-13,5147,0.0
4374,4374,total,State 2,Zone Q,2020-08-13,7555,0.0
244,244,total,State 2,Zone Q,2020-08-14,6249,0.0
2526,2526,total,State 3,Zone R,2020-08-14,3237,0.0
3153,3153,total,State 1,Zone R,2020-08-14,5565,0.0
5889,5889,total,State 3,Zone Q,2020-08-14,3599,0.0
6743,6743,total,State 3,Zone P,2020-08-14,3265,0.0
5227,5227,total,State 1,Zone Q,2020-08-14,3540,0.0
4706,4706,total,State 1,Zone P,2020-08-14,5066,0.0
10741,10741,total,State 2,Zone P,2020-08-14,7552,0.0
6586,6586,total,State 2,Zone R,2020-08-14,8012,0.0
9101,9101,total,State 1,Zone Q,2020-08-15,5852,0.0
3376,3376,total,State 3,Zone Q,2020-08-15,4779,0.0
11797,11797,total,State 3,Zone R,2020-08-15,3979,0.0
3442,3442,total,State 2,Zone R,2020-08-15,7999,0.0
10233,10233,total,State 3,Zone P,2020-08-15,4872,0.0
1606,1606,total,State 2,Zone Q,2020-08-15,8295,0.0
1005,1005,total,State 1,Zone R,2020-08-15,5163,0.0
196,196,total,State 1,Zone P,2020-08-15,4987,0.0
8365,8365,total,State 2,Zone P,2020-08-15,9380,0.0
6556,6556,total,State 3,Zone P,2020-08-16,3493,0.0
1397,1397,total,State 1,Zone Q,2020-08-16,4967,0.0
3565,3565,total,State 2,Zone Q,2020-08-16,9043,0.0
9748,9748,total,State 3,Zone R,2020-08-16,4390,0.0
